node,attribute,degree,edge,edge_degree,target,attribute,degree
OtherMutation,OtherMutation,406,implicatedIn,4,Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia,Cancer,80
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia_associated_with_MDS,Cancer,40
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-haematopoietic_neoplasm_acute_leukaemic_transformation_of_primary_myelofibrosis,Cancer,11
Human_FLT3,Gene,30382,associatedWith,6,Cancer-lymphoid_neoplasm_primary_central_nervous_system_lymphoma,Cancer,10
Human_FLT3,Gene,30382,associatedWith,6,Cancer-haematopoietic_neoplasm_blastic_plasmacytoid_dendritic_cell_neoplasm,Cancer,32
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,110,PKAEndLocation,10
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,245,PKAEndLocation,10
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,110,PKAStartLocation,10
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,245,PKAStartLocation,10
Cancer-lymphoid_neoplasm_primary_central_nervous_system_lymphoma,Cancer,10,hasPrimaryHistology,1,lymphoid_neoplasm,PrimaryHistology,62
Human_FLT3-Cosmic_Seq,Sequence,75,hasPrimaryName,1,Human_FLT3-Cosmic_Seq,Sequence,75
Missense,Missense,4228,implicatedIn,1,Cancer-haematopoietic_neoplasm_juvenile_myelomonocytic_leukaemia,Cancer,10
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-carcinoma_small_cell_carcinoma,Cancer,88
OtherMutation,OtherMutation,406,implicatedIn,2,Cancer-osteosarcoma_NS,Cancer,33
Human_FLT3,Gene,30382,associatedWith,6,Cancer-rhabdomyosarcoma_alveolar,Cancer,42
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,98,PKAEndLocation,16
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,75,PKAEndLocation,22
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,233,PKAEndLocation,2
Missense,Missense,4228,hasPKAEndLocation,1,208,PKAEndLocation,2
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,71,PKAEndLocation,20
Nonsense,Nonsense,393,hasPKAEndLocation,3,122,PKAEndLocation,10
Nonsense,Nonsense,393,hasPKAResidue,5,E,PKAResidue,660
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,98,PKAStartLocation,16
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,75,PKAStartLocation,22
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,233,PKAStartLocation,2
Missense,Missense,4228,hasPKAStartLocation,1,208,PKAStartLocation,2
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,71,PKAStartLocation,20
Nonsense,Nonsense,393,hasPKAStartLocation,3,122,PKAStartLocation,10
InsertionFrameshift,InsertionFrameshift,82,implicatedIn,2,Cancer-carcinoma_hepatocellular_carcinoma,Cancer,235
InsertionFrameshift,InsertionFrameshift,82,implicatedIn,1,Cancer-haematopoietic_neoplasm_granulocytic_sarcoma,Cancer,12
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,210,PKAEndLocation,10
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,143,PKAEndLocation,10
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,210,PKAStartLocation,10
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,143,PKAStartLocation,10
Human_FLT3,Gene,30382,,1,chromosomalPosition,,16
Human_FLT3,Gene,30382,,2,hasCellularLocation,,56
hasCellularLocation,null,56,,3,Membrane,,3
Human_FLT3,Gene,30382,,1,hasFullName,,14
Human_FLT3,Gene,30382,,4,hasOtherName,,88
hasOtherName,null,88,,1,STK1,,2
hasOtherName,null,88,,1,FLT3,,3
hasOtherName,null,88,,1,CD135,,2
hasOtherName,null,88,,1,FLK2,,2
Human_FLT3,Gene,30382,,1,hasPrimaryName,,14
hasPrimaryName,null,14,,1,FLT3,,3
Human_FLT3,Gene,30382,,1,hasTissueSpecificity,,10
Human_FLT3,Gene,30382,,1,hasUniprotPrimaryName,,14
hasUniprotPrimaryName,null,14,,1,FLT3,,3
Human_FLT3,Gene,30382,,3,hasUniprotSynonymName,,30
hasUniprotSynonymName,null,30,,1,STK1,,2
hasUniprotSynonymName,null,30,,1,CD135,,2
hasUniprotSynonymName,null,30,,1,FLK2,,2
Human_IRR,Gene,11946,hasMutation,446,Missense,Missense,4228
Human_IRR,Gene,11946,hasMutation,190,CodingSilent,CodingSilent,1101
Human_IRR,Gene,11946,hasMutation,19,Nonsense,Nonsense,393
Missense,Missense,4228,hasPKAEndLocation,2,252,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,3,234,PKAEndLocation,18
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,215,PKAEndLocation,12
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,169,PKAEndLocation,12
Missense,Missense,4228,hasPKAEndLocation,2,153,PKAEndLocation,12
Nonsense,Nonsense,393,hasPKAEndLocation,2,134,PKAEndLocation,20
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,130,PKAEndLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,252,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,3,234,PKAStartLocation,18
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,215,PKAStartLocation,12
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,169,PKAStartLocation,12
Missense,Missense,4228,hasPKAStartLocation,2,153,PKAStartLocation,12
Nonsense,Nonsense,393,hasPKAStartLocation,2,134,PKAStartLocation,20
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,130,PKAStartLocation,10
Human_DNAPK,Gene,11565,hasMutation,435,Missense,Missense,4228
Human_DNAPK,Gene,11565,hasMutation,41,Nonsense,Nonsense,393
Human_DNAPK,Gene,11565,hasMutation,21,DeletionFrameshift,DeletionFrameshift,225
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-NS_NS,Cancer,78
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_NS,Cancer,694
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_NS,Cancer,694
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_acinar_carcinoma,Cancer,43
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_adenocarcinoma,Cancer,2859
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_adenocarcinoma,Cancer,2859
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_adenoid_cystic_carcinoma,Cancer,63
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_adenoid_cystic_carcinoma,Cancer,63
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_basal_(triple-negative)_carcinoma,Cancer,95
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_basal_(triple-negative)_carcinoma,Cancer,95
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_clear_cell_renal_cell_carcinoma,Cancer,199
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_clear_cell_renal_cell_carcinoma,Cancer,199
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_ductal_carcinoma,Cancer,240
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_ductal_carcinoma,Cancer,240
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_endometrioid_carcinoma,Cancer,536
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_endometrioid_carcinoma,Cancer,536
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_hepatocellular_carcinoma,Cancer,235
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_hepatocellular_carcinoma,Cancer,235
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_intestinal_adenocarcinoma,Cancer,130
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_intestinal_adenocarcinoma,Cancer,130
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_luminal_NS_carcinoma,Cancer,50
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_non_small_cell_carcinoma,Cancer,488
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_serous_carcinoma,Cancer,166
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_serous_carcinoma,Cancer,166
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_small_cell_carcinoma,Cancer,88
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_squamous_cell_carcinoma,Cancer,862
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_squamous_cell_carcinoma,Cancer,862
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_undifferentiated_carcinoma,Cancer,34
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_undifferentiated_carcinoma,Cancer,34
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-glioma_NS,Cancer,107
Human_IRR,Gene,11946,associatedWith,6,Cancer-glioma_NS,Cancer,107
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-glioma_astrocytoma_Grade_IV,Cancer,233
Human_IRR,Gene,11946,associatedWith,6,Cancer-glioma_astrocytoma_Grade_IV,Cancer,233
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-haematopoietic_neoplasm_acute_myeloid_leukaemia,Cancer,471
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia,Cancer,80
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-lymphoid_neoplasm_diffuse_large_B_cell_lymphoma,Cancer,50
Human_IRR,Gene,11946,associatedWith,6,Cancer-lymphoid_neoplasm_plasma_cell_myeloma,Cancer,88
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-malignant_melanoma_NS,Cancer,750
Human_IRR,Gene,11946,associatedWith,6,Cancer-malignant_melanoma_NS,Cancer,750
Human_IRR,Gene,11946,associatedWith,6,Cancer-malignant_melanoma_nodular,Cancer,51
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-neuroblastoma_NS,Cancer,67
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-other_neoplasm,Cancer,88
Human_IRR,Gene,11946,associatedWith,6,Cancer-other_neoplasm,Cancer,88
Human_IRR,Gene,11946,associatedWith,6,Cancer-primitive_neuroectodermal_tumour-medulloblastoma_NS,Cancer,58
Human_IRR,Gene,11946,hasFunctionalDomain,5,Human_FunctionalDomain-Pkinase_Tyr,FunctionalDomain,30
Human_IRR,Gene,11946,hasFunctionalDomain,5,Human_FunctionalDomain-Recep_L_domain,FunctionalDomain,12
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-adenoma_NS,Cancer,68
Human_IRR,Gene,11946,associatedWith,6,Cancer-adenoma_NS,Cancer,68
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_mixed_adenosquamous_carcinoma,Cancer,131
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_diffuse_adenocarcinoma,Cancer,71
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-lymphoid_neoplasm_mantle_cell_lymphoma,Cancer,250
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_papillary_renal_cell_carcinoma,Cancer,95
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_papillary_renal_cell_carcinoma,Cancer,95
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-rhabdomyosarcoma_embryonal,Cancer,56
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-10,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-11,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-12,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-13,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-14,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-15,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-16,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-17,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalDomain,5,Human_FunctionalDomain-FAT,FunctionalDomain,12
Human_DNAPK,Gene,11565,hasFunctionalDomain,5,Human_FunctionalDomain-FATC,FunctionalDomain,12
Human_DNAPK,Gene,11565,hasFunctionalDomain,5,Human_FunctionalDomain-PI3_PI4_kinase,FunctionalDomain,12
Human_DNAPK-ModifiedResidue-10,ModifiedResidue,7,hasModifiedResidueType,1,Phosphothreonine-autocatalysis,ModifiedResidueType,4
Human_DNAPK-ModifiedResidue-11,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_DNAPK-ModifiedResidue-12,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-13,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-14,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-15,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-16,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-17,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-glioma_astrocytoma_Grade_II,Cancer,45
Human_DNAPK,Gene,11565,hasMutation,156,CodingSilent,CodingSilent,1101
Human_IRR,Gene,11946,hasMutation,33,OtherMutation,OtherMutation,406
Human_IRR,Gene,11946,associatedWith,6,Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-osteosarcoma_NS,Cancer,33
Human_DNAPK,Gene,11565,hasMutation,39,OtherMutation,OtherMutation,406
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-carcinoma_basal_(triple-negative)_carcinoma,Cancer,95
Human_DNAPK,Gene,11565,hasMutation,14,InsertionFrameshift,InsertionFrameshift,82
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-carcinoid-endocrine_tumour_atypical,Cancer,10
Human_DNAPK,Gene,11565,hasMutation,2,DeletionInframe,DeletionInframe,109
Human_IRR,Gene,11946,hasFunctionalDomain,5,Human_FunctionalDomain-Furin-like,FunctionalDomain,12
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour_NS,Cancer,99
Human_IRR,Gene,11946,associatedWith,6,Cancer-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour_NS,Cancer,99
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-mesothelioma_epithelial,Cancer,64
Human_IRR,Gene,11946,associatedWith,6,Cancer-mesothelioma_epithelial,Cancer,64
Cancer-carcinoid-endocrine_tumour_atypical,Cancer,10,hasHistologySubType,1,atypical,HistologySubType,2
Cancer-carcinoid-endocrine_tumour_atypical,Cancer,10,hasPrimaryHistology,1,carcinoid-endocrine_tumour,PrimaryHistology,7
Human_DNAPK,Gene,11565,hasMutation,1,ComplexDeletionInframe,ComplexDeletionInframe,168
Human_IRR,Gene,11946,hasFunctionalFeature,6,Human_IRR-ModifiedResidue-0,ModifiedResidue,7
Human_IRR,Gene,11946,hasFunctionalFeature,6,Human_IRR-ModifiedResidue-1,ModifiedResidue,7
Human_IRR,Gene,11946,hasFunctionalFeature,5,Human_IRR-signalpeptide,SignalPeptide,5
Human_IRR,Gene,11946,hasFunctionalFeature,6,Human_IRR-topologicaldomain-0,TopologicalDomain,6
Human_IRR,Gene,11946,hasFunctionalFeature,6,Human_IRR-topologicaldomain-1,TopologicalDomain,6
Human_IRR-ModifiedResidue-0,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine-autocatalysis,ModifiedResidueType,16
Human_IRR-ModifiedResidue-1,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine-autocatalysis,ModifiedResidueType,16
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,1,Cancer-carcinoma_serous_carcinoma,Cancer,166
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-carcinoma_adenoid_cystic_carcinoma,Cancer,63
Human_IRR,Gene,11946,associatedWith,6,Cancer-meningioma_haemangiopericytic,Cancer,11
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-adenoma_NS,Cancer,68
InsertionFrameshift,InsertionFrameshift,82,implicatedIn,1,Cancer-carcinoma_intestinal_adenocarcinoma,Cancer,130
OtherMutation,OtherMutation,406,implicatedIn,1,Cancer-carcinoma_intestinal_adenocarcinoma,Cancer,130
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-haemangioblastoma_NS,Cancer,113
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-lymphoid_neoplasm_acute_lymphoblastic_B_cell_leukaemia,Cancer,80
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-0,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-1,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-2,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-3,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-4,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-5,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-6,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-7,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-8,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalFeature,6,Human_DNAPK-ModifiedResidue-9,ModifiedResidue,7
Human_DNAPK,Gene,11565,hasFunctionalDomain,5,Human_FunctionalDomain-NUC194,FunctionalDomain,6
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-adrenal_cortical_carcinoma_non_functioning,Cancer,10
Cancer-adrenal_cortical_carcinoma_non_functioning,Cancer,10,hasHistologySubType,1,non_functioning,HistologySubType,2
Human_DNAPK-ModifiedResidue-0,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-1,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-2,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_DNAPK-ModifiedResidue-3,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-4,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-5,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine-autocatalysis,ModifiedResidueType,5
Human_DNAPK-ModifiedResidue-6,ModifiedResidue,7,hasModifiedResidueType,1,N6-acetyllysine,ModifiedResidueType,11
Human_DNAPK-ModifiedResidue-7,ModifiedResidue,7,hasModifiedResidueType,1,Phosphothreonine-autocatalysis,ModifiedResidueType,4
Human_DNAPK-ModifiedResidue-8,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine-autocatalysis,ModifiedResidueType,5
Human_DNAPK-ModifiedResidue-9,ModifiedResidue,7,hasModifiedResidueType,1,Phosphothreonine-autocatalysis,ModifiedResidueType,4
Cancer-adrenal_cortical_carcinoma_non_functioning,Cancer,10,hasPrimaryHistology,1,adrenal_cortical_carcinoma,PrimaryHistology,5
Nonsense,Nonsense,393,implicatedIn,1,Cancer-adrenal_cortical_carcinoma_non_functioning,Cancer,10
CodingSilent,CodingSilent,1101,implicatedIn,6,Cancer-carcinoma_papillary_renal_cell_carcinoma,Cancer,95
Nonsense,Nonsense,393,implicatedIn,1,Cancer-carcinoma_papillary_renal_cell_carcinoma,Cancer,95
Missense,Missense,4228,implicatedIn,1,Cancer-carcinoid-endocrine_tumour_atypical,Cancer,10
Human_IRR,Gene,11946,associatedWith,6,Cancer-pancreatic_intraepithelial_neoplasia_(PanIN)_NS,Cancer,22
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-rhabdomyosarcoma_alveolar,Cancer,42
Human_DNAPK,Gene,11565,associatedWith,6,Cancer-osteosarcoma_telangiectatic,Cancer,10
Cancer-osteosarcoma_telangiectatic,Cancer,10,hasPrimaryHistology,1,osteosarcoma,PrimaryHistology,6
Missense,Missense,4228,implicatedIn,1,Cancer-osteosarcoma_telangiectatic,Cancer,10
Human_DNAPK,Gene,11565,hasMutation,1,InsertionInframe,InsertionInframe,435
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55
DeletionFrameshift,DeletionFrameshift,225,implicatedIn,1,Cancer-haemangioblastoma_NS,Cancer,113
Human_DNAPK,Gene,11565,hasMutation,1,ComplexFrameshift,ComplexFrameshift,8
Human_DNAPK,Gene,11565,,1,chromosomalPosition,,16
Human_IRR,Gene,11946,,1,chromosomalPosition,,16
Human_DNAPK,Gene,11565,,2,hasCellularLocation,,56
Human_IRR,Gene,11946,,1,hasCellularLocation,,56
Human_DNAPK,Gene,11565,,1,hasFullName,,14
Human_IRR,Gene,11946,,1,hasFullName,,14
Human_DNAPK,Gene,11565,presentIn,7,Human,Organism,80
Human_IRR,Gene,11946,presentIn,7,Human,Organism,80
Human_DNAPK,Gene,11565,participatesIn,4,Path-168249,Pathway,15
Human_DNAPK,Gene,11565,participatesIn,3,Path-168256,Pathway,11
Human_DNAPK,Gene,11565,participatesIn,3,Path-73889,Pathway,4
Human_DNAPK,Gene,11565,participatesIn,3,Path-73890,Pathway,8
Human_DNAPK,Gene,11565,participatesIn,3,Path-73894,Pathway,8
Human_DNAPK,Gene,11565,participatesIn,6,Path-1834949,Pathway,10
Human_DNAPK,Gene,11565,participatesIn,3,Path-75924,Pathway,4
Human_IRR,Gene,11946,hasMutation,17,DeletionFrameshift,DeletionFrameshift,225
Missense,Missense,4228,hasPKAEndLocation,2,277,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,261,PKAEndLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,277,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,261,PKAStartLocation,10
Path-1834949,Pathway,10,hasParentPathway,1,Path-168249,Pathway,15
Missense,Missense,4228,hasPKAEndLocation,2,147,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,116,PKAEndLocation,18
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,64,PKAEndLocation,6
Nonsense,Nonsense,393,hasPKAEndLocation,1,275,PKAEndLocation,4
Nonsense,Nonsense,393,hasPKAResidue,1,Q,PKAResidue,460
Missense,Missense,4228,hasPKAStartLocation,2,147,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,116,PKAStartLocation,18
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,64,PKAStartLocation,6
Nonsense,Nonsense,393,hasPKAStartLocation,1,275,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,4,153,PKAEndLocation,12
Nonsense,Nonsense,393,hasPKAEndLocation,2,92,PKAEndLocation,12
CodingSilent,CodingSilent,1101,hasPKAStartLocation,4,153,PKAStartLocation,12
Nonsense,Nonsense,393,hasPKAStartLocation,2,92,PKAStartLocation,12
Missense,Missense,4228,hasPKAEndLocation,4,210,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,2,122,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,4,92,PKAEndLocation,12
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,204,PKAEndLocation,16
Missense,Missense,4228,hasPKAEndLocation,1,267,PKAEndLocation,2
Missense,Missense,4228,hasPKAStartLocation,4,210,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,122,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,4,92,PKAStartLocation,12
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,204,PKAStartLocation,16
Missense,Missense,4228,hasPKAStartLocation,1,267,PKAStartLocation,2
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,298,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,298,PKAStartLocation,4
Human_DNAPK-Kinbase_Seq,Sequence,2,hasPrimaryName,1,Human_DNAPK-Kinbase_Seq,Sequence,2
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,114,PKAEndLocation,18
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,114,PKAStartLocation,18
Human_IRR-UniProt_Seq,Sequence,75,hasPrimaryName,1,Human_IRR-UniProt_Seq,Sequence,75
Missense,Missense,4228,implicatedIn,2,Cancer-meningioma_haemangiopericytic,Cancer,11
CodingSilent,CodingSilent,1101,hasPKAEndLocation,2,67,PKAEndLocation,8
CodingSilent,CodingSilent,1101,hasPKAEndLocation,4,196,PKAEndLocation,18
CodingSilent,CodingSilent,1101,hasPKAStartLocation,2,67,PKAStartLocation,8
CodingSilent,CodingSilent,1101,hasPKAStartLocation,4,196,PKAStartLocation,18
Human_DNAPK-Isoform1_Seq,Sequence,2,hasPrimaryName,1,Human_DNAPK-Isoform1_Seq,Sequence,2
Human_IRR-Cosmic_Seq,Sequence,75,hasPrimaryName,1,Human_IRR-Cosmic_Seq,Sequence,75
Human_IRR-Kinbase_Seq,Sequence,75,hasPrimaryName,1,Human_IRR-Kinbase_Seq,Sequence,75
Human_IRR,Gene,11946,hasMutation,2,InsertionFrameshift,InsertionFrameshift,82
Missense,Missense,4228,hasPKAEndLocation,2,60,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,2,211,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,4,243,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,2,207,PKAEndLocation,4
Missense,Missense,4228,hasPKAStartLocation,2,60,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,211,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,4,243,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,2,207,PKAStartLocation,4
Human_DNAPK-Cosmic_Seq,Sequence,2,hasPrimaryName,1,Human_DNAPK-Cosmic_Seq,Sequence,2
